Job ID,Agency,Salary,Posting Date,Posting Updated
273112,POLICE DEPARTMENT,67781,2016-11-30,2016-11-30
272925,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-11-22,2016-12-05
272929,DEPT OF DESIGN & CONSTRUCTION,91484,2016-11-22,2016-12-08
273120,DEPT OF PARKS & RECREATION,72500,2016-11-25,2016-12-13
272929,DEPT OF DESIGN & CONSTRUCTION,91484,2016-11-22,2016-12-08
272939,NYC DEPT OF VETERANS' SERVICES,54139,2016-11-22,2016-11-28
273112,POLICE DEPARTMENT,67781,2016-11-30,2016-11-30
273120,DEPT OF PARKS & RECREATION,72500,2016-11-25,2016-12-13
273120,DEPT OF PARKS & RECREATION,72500,2016-11-25,2016-12-13
272945,NYC DEPT OF VETERANS' SERVICES,54139,2016-11-22,2016-11-28
272945,NYC DEPT OF VETERANS' SERVICES,54139,2016-11-22,2016-11-28
272951,DEPT OF INFO TECH & TELECOMM,125000,2016-11-29,2016-11-29
272951,DEPT OF INFO TECH & TELECOMM,125000,2016-11-29,2016-11-29
272952,DEPT OF HEALTH/MENTAL HYGIENE,60176,2016-11-22,2016-11-22
272952,DEPT OF HEALTH/MENTAL HYGIENE,60176,2016-11-22,2016-11-22
273025,DEPARTMENT OF BUILDINGS,60269,2016-11-23,2016-11-23
273025,DEPARTMENT OF BUILDINGS,60269,2016-11-23,2016-11-23
273029,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-11-23,2016-11-23
272953,FIRE DEPARTMENT,135000,2016-12-17,2016-12-16
272953,FIRE DEPARTMENT,135000,2016-12-17,2016-12-16
272957,DEPT OF INFO TECH & TELECOMM,47534,2016-11-29,2016-12-14
272957,DEPT OF INFO TECH & TELECOMM,47534,2016-11-29,2016-12-14
273029,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-11-23,2016-11-23
273016,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-11-23,2016-11-23
273038,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-12-01,2016-12-01
273038,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-12-01,2016-12-01
273052,DEPT OF INFO TECH & TELECOMM,92236,2016-11-23,2016-11-23
272959,DEPT OF CITYWIDE ADMIN SVCS,66697,2016-11-29,2016-11-29
272959,DEPT OF CITYWIDE ADMIN SVCS,66697,2016-11-29,2016-11-29
272960,HUMAN RIGHTS COMMISSION,102507,2016-11-22,2016-11-22
272960,HUMAN RIGHTS COMMISSION,102507,2016-11-22,2016-11-22
272962,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-11-22,2016-11-22
273052,DEPT OF INFO TECH & TELECOMM,92236,2016-11-23,2016-11-23
273053,CIVILIAN COMPLAINT REVIEW BD,80000,2016-12-08,2016-12-14
273053,CIVILIAN COMPLAINT REVIEW BD,80000,2016-12-08,2016-12-14
272962,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-11-22,2016-11-22
272967,DEPT OF HEALTH/MENTAL HYGIENE,138320,2016-11-22,2016-11-22
272967,DEPT OF HEALTH/MENTAL HYGIENE,138320,2016-11-22,2016-11-22
272975,DEPT OF HEALTH/MENTAL HYGIENE,58971,2016-11-22,2016-11-22
272975,DEPT OF HEALTH/MENTAL HYGIENE,58971,2016-11-22,2016-11-22
273054,DEPARTMENT OF INVESTIGATION,55114,2016-11-29,2016-11-30
273054,DEPARTMENT OF INVESTIGATION,55114,2016-11-29,2016-11-30
273056,LAW DEPARTMENT,113166,2016-11-23,2016-11-23
273056,LAW DEPARTMENT,113166,2016-11-23,2016-11-23
273059,CONSUMER AFFAIRS,32874,2016-11-23,2016-12-01
273059,CONSUMER AFFAIRS,32874,2016-11-23,2016-12-01
272977,HOUSING PRESERVATION & DVLPMNT,89000,2016-11-23,2016-11-23
272977,HOUSING PRESERVATION & DVLPMNT,89000,2016-11-23,2016-11-23
273695,DEPT OF HEALTH/MENTAL HYGIENE,29678,2016-12-01,2016-12-16
272979,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-11-22,2016-11-22
272979,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-11-22,2016-11-22
273063,DEPARTMENT OF SANITATION,52818,2016-12-09,2016-12-15
273063,DEPARTMENT OF SANITATION,52818,2016-12-09,2016-12-15
273065,POLICE DEPARTMENT,64384,2016-11-30,2016-11-30
273065,POLICE DEPARTMENT,64384,2016-11-30,2016-11-30
272993,DEPT OF ENVIRONMENT PROTECTION,64270,2016-11-29,2016-11-29
272993,DEPT OF ENVIRONMENT PROTECTION,64270,2016-11-29,2016-11-29
272995,DEPARTMENT OF INVESTIGATION,50434,2016-11-23,2016-11-23
272787,DEPT OF ENVIRONMENT PROTECTION,37310,2016-11-29,2016-11-29
272787,DEPT OF ENVIRONMENT PROTECTION,37310,2016-11-29,2016-11-29
272791,DISTRICT ATTORNEY RICHMOND COU,77322,2016-11-21,2016-11-21
272791,DISTRICT ATTORNEY RICHMOND COU,77322,2016-11-21,2016-11-21
272818,DEPT OF INFO TECH & TELECOMM,45966,2016-11-29,2016-11-29
272995,DEPARTMENT OF INVESTIGATION,50434,2016-11-23,2016-11-23
273391,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-11-29,2016-12-09
273391,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-11-29,2016-12-09
273392,DEPT OF RECORDS & INFO SERVICE,50009,2016-12-12,2016-12-12
273707,TAXI & LIMOUSINE COMMISSION,77322,2016-12-01,2016-12-14
273714,DEPT OF HEALTH/MENTAL HYGIENE,55133,2016-11-30,2016-12-09
273714,DEPT OF HEALTH/MENTAL HYGIENE,55133,2016-11-30,2016-12-09
273392,DEPT OF RECORDS & INFO SERVICE,50009,2016-12-12,2016-12-12
273398,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-11-29,2016-12-09
273398,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-11-29,2016-12-09
273717,HOUSING PRESERVATION & DVLPMNT,62500,2016-11-30,2016-12-01
273717,HOUSING PRESERVATION & DVLPMNT,62500,2016-11-30,2016-12-01
273719,DEPT OF HEALTH/MENTAL HYGIENE,93236,2016-11-30,2016-11-30
273413,DEPT OF HEALTH/MENTAL HYGIENE,36400,2016-11-29,2016-12-09
273413,DEPT OF HEALTH/MENTAL HYGIENE,36400,2016-11-29,2016-12-09
273436,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-11-29,2016-12-09
273436,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-11-29,2016-12-09
273719,DEPT OF HEALTH/MENTAL HYGIENE,93236,2016-11-30,2016-11-30
273723,DEPT OF HEALTH/MENTAL HYGIENE,85736,2016-11-30,2016-11-30
273723,DEPT OF HEALTH/MENTAL HYGIENE,85736,2016-11-30,2016-11-30
273440,DEPT OF CITYWIDE ADMIN SVCS,70376,2016-12-09,2016-12-09
273440,DEPT OF CITYWIDE ADMIN SVCS,70376,2016-12-09,2016-12-09
273467,DEPT OF ENVIRONMENT PROTECTION,81900,2016-12-02,2016-12-06
273467,DEPT OF ENVIRONMENT PROTECTION,81900,2016-12-02,2016-12-06
273486,DEPT. OF HOMELESS SERVICES,122967,2016-11-29,2016-11-29
273520,TAXI & LIMOUSINE COMMISSION,98530,2016-11-30,2016-12-12
273246,DEPT OF ENVIRONMENT PROTECTION,115000,2016-12-02,2016-12-02
273261,DEPT OF HEALTH/MENTAL HYGIENE,69822,2016-11-28,2016-12-09
273520,TAXI & LIMOUSINE COMMISSION,98530,2016-11-30,2016-12-12
273521,DEPT OF CITYWIDE ADMIN SVCS,67876,2016-11-30,2016-11-30
273521,DEPT OF CITYWIDE ADMIN SVCS,67876,2016-11-30,2016-11-30
273525,DEPT OF HEALTH/MENTAL HYGIENE,79478,2016-11-29,2016-12-09
273261,DEPT OF HEALTH/MENTAL HYGIENE,69822,2016-11-28,2016-12-09
273270,DEPT OF ENVIRONMENT PROTECTION,115000,2016-12-02,2016-12-02
273270,DEPT OF ENVIRONMENT PROTECTION,115000,2016-12-02,2016-12-02
273525,DEPT OF HEALTH/MENTAL HYGIENE,79478,2016-11-29,2016-12-09
273530,DEPT OF HEALTH/MENTAL HYGIENE,64683,2016-11-29,2016-12-09
273282,DEPT OF HEALTH/MENTAL HYGIENE,102507,2016-11-28,2016-12-09
273282,DEPT OF HEALTH/MENTAL HYGIENE,102507,2016-11-28,2016-12-09
273314,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-11-29,2016-12-09
273530,DEPT OF HEALTH/MENTAL HYGIENE,64683,2016-11-29,2016-12-09
273541,DEPT OF HEALTH/MENTAL HYGIENE,64683,2016-11-29,2016-12-09
273314,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-11-29,2016-12-09
273321,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-11-29,2016-12-09
273321,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-11-29,2016-12-09
273541,DEPT OF HEALTH/MENTAL HYGIENE,64683,2016-11-29,2016-12-09
273548,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-11-30,2016-12-16
273326,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-12-05,2016-12-09
273326,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-12-05,2016-12-09
273553,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-11-29,2016-11-29
273332,POLICE DEPARTMENT,52266,2016-12-05,2016-12-05
273332,POLICE DEPARTMENT,52266,2016-12-05,2016-12-05
273336,DEPT OF HEALTH/MENTAL HYGIENE,51870,2016-11-29,2016-12-09
273548,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-11-30,2016-12-16
273553,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-11-29,2016-11-29
273336,DEPT OF HEALTH/MENTAL HYGIENE,51870,2016-11-29,2016-12-09
273337,DEPARTMENT OF FINANCE,51269,2016-12-13,2016-12-13
273337,DEPARTMENT OF FINANCE,51269,2016-12-13,2016-12-13
273594,DEPT OF HEALTH/MENTAL HYGIENE,66430,2016-11-30,2016-12-09
273594,DEPT OF HEALTH/MENTAL HYGIENE,66430,2016-11-30,2016-12-09
273339,ADMIN TRIALS AND HEARINGS,110000,2016-12-08,2016-12-08
273339,ADMIN TRIALS AND HEARINGS,110000,2016-12-08,2016-12-08
273600,DEPARTMENT OF INVESTIGATION,62834,2016-11-30,2016-12-05
273600,DEPARTMENT OF INVESTIGATION,62834,2016-11-30,2016-12-05
273638,DEPT OF HEALTH/MENTAL HYGIENE,36186,2016-11-30,2016-12-09
273638,DEPT OF HEALTH/MENTAL HYGIENE,36186,2016-11-30,2016-12-09
273643,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-11-30,2016-11-30
273348,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-11-28,2016-12-09
273348,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-11-28,2016-12-09
273643,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-11-30,2016-11-30
273669,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-11-30,2016-12-09
273669,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-11-30,2016-12-09
273686,DEPT OF HEALTH/MENTAL HYGIENE,64610,2016-11-30,2016-12-09
273353,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-11-28,2016-12-09
273354,DEPARTMENT OF TRANSPORTATION,93007,2016-11-29,2016-12-14
273354,DEPARTMENT OF TRANSPORTATION,93007,2016-11-29,2016-12-14
273686,DEPT OF HEALTH/MENTAL HYGIENE,64610,2016-11-30,2016-12-09
273690,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-11-30,2016-12-09
273355,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-11-28,2016-12-09
273355,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-11-28,2016-12-09
273358,DEPT OF HEALTH/MENTAL HYGIENE,38937,2016-11-28,2016-12-09
273690,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-11-30,2016-12-09
273694,HOUSING PRESERVATION & DVLPMNT,88500,2016-11-30,2016-12-01
273694,HOUSING PRESERVATION & DVLPMNT,88500,2016-11-30,2016-12-01
273695,DEPT OF HEALTH/MENTAL HYGIENE,29678,2016-12-01,2016-12-16
273358,DEPT OF HEALTH/MENTAL HYGIENE,38937,2016-11-28,2016-12-09
273386,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-11-29,2016-12-09
273386,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-11-29,2016-12-09
273908,DEPT OF HEALTH/MENTAL HYGIENE,44377,2016-12-02,2016-12-09
273914,DEPT OF HEALTH/MENTAL HYGIENE,40319,2016-12-02,2016-12-09
273914,DEPT OF HEALTH/MENTAL HYGIENE,40319,2016-12-02,2016-12-09
273734,DEPARTMENT OF TRANSPORTATION,74799,2016-12-16,2016-12-16
273780,DEPT OF HEALTH/MENTAL HYGIENE,64683,2016-12-01,2016-12-09
273740,MAYORS OFFICE OF CONTRACT SVCS,80000,2016-12-10,2016-12-18
273740,MAYORS OFFICE OF CONTRACT SVCS,80000,2016-12-10,2016-12-18
273742,MAYORS OFFICE OF CONTRACT SVCS,90000,2016-12-10,2016-12-18
273742,MAYORS OFFICE OF CONTRACT SVCS,90000,2016-12-10,2016-12-18
273748,DEPT OF ENVIRONMENT PROTECTION,106000,2016-12-02,2016-12-02
273748,DEPT OF ENVIRONMENT PROTECTION,106000,2016-12-02,2016-12-02
273955,CONSUMER AFFAIRS,81969,2016-12-05,2016-12-05
273955,CONSUMER AFFAIRS,81969,2016-12-05,2016-12-05
273957,DEPT OF ENVIRONMENT PROTECTION,75762,2016-12-07,2016-12-07
273757,DEPT OF HEALTH/MENTAL HYGIENE,74177,2016-12-01,2016-12-09
273757,DEPT OF HEALTH/MENTAL HYGIENE,74177,2016-12-01,2016-12-09
273760,OFFICE OF THE COMPTROLLER,100000,2016-12-01,2016-12-19
274071,DEPARTMENT OF INVESTIGATION,132669,2016-12-05,2016-12-05
274076,DEPT OF DESIGN & CONSTRUCTION,98079,2016-12-05,2016-12-06
274076,DEPT OF DESIGN & CONSTRUCTION,98079,2016-12-05,2016-12-06
273760,OFFICE OF THE COMPTROLLER,100000,2016-12-01,2016-12-19
273781,DEPARTMENT OF PROBATION,64270,2016-12-01,2016-12-01
273768,DEPT OF HEALTH/MENTAL HYGIENE,74822,2016-12-01,2016-12-09
273768,DEPT OF HEALTH/MENTAL HYGIENE,74822,2016-12-01,2016-12-09
274092,DEPT OF HEALTH/MENTAL HYGIENE,191544,2016-12-05,2016-12-05
274092,DEPT OF HEALTH/MENTAL HYGIENE,191544,2016-12-05,2016-12-05
274093,DEPT OF HEALTH/MENTAL HYGIENE,82764,2016-12-05,2016-12-05
274093,DEPT OF HEALTH/MENTAL HYGIENE,82764,2016-12-05,2016-12-05
274118,DEPT OF HEALTH/MENTAL HYGIENE,58971,2016-12-05,2016-12-05
273780,DEPT OF HEALTH/MENTAL HYGIENE,64683,2016-12-01,2016-12-09
273781,DEPARTMENT OF PROBATION,64270,2016-12-01,2016-12-01
274118,DEPT OF HEALTH/MENTAL HYGIENE,58971,2016-12-05,2016-12-05
274122,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-12-05,2016-12-05
274122,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-12-05,2016-12-05
274124,DEPT OF ENVIRONMENT PROTECTION,66430,2016-12-07,2016-12-12
273783,DEPT OF HEALTH/MENTAL HYGIENE,74620,2016-12-01,2016-12-15
273783,DEPT OF HEALTH/MENTAL HYGIENE,74620,2016-12-01,2016-12-15
273789,DEPT OF HEALTH/MENTAL HYGIENE,57577,2016-12-01,2016-12-09
274124,DEPT OF ENVIRONMENT PROTECTION,66430,2016-12-07,2016-12-12
273791,LAW DEPARTMENT,100367,2016-12-05,2016-12-05
274125,CONSUMER AFFAIRS,78292,2016-12-05,2016-12-05
274125,CONSUMER AFFAIRS,78292,2016-12-05,2016-12-05
274134,DEPT OF HEALTH/MENTAL HYGIENE,69160,2016-12-05,2016-12-09
273789,DEPT OF HEALTH/MENTAL HYGIENE,57577,2016-12-01,2016-12-09
273791,LAW DEPARTMENT,100367,2016-12-05,2016-12-05
273821,DEPT OF HEALTH/MENTAL HYGIENE,78174,2016-12-01,2016-12-09
274082,DEPT OF HEALTH/MENTAL HYGIENE,43680,2016-12-05,2016-12-14
274082,DEPT OF HEALTH/MENTAL HYGIENE,43680,2016-12-05,2016-12-14
274089,DEPT OF HEALTH/MENTAL HYGIENE,191544,2016-12-05,2016-12-05
274089,DEPT OF HEALTH/MENTAL HYGIENE,191544,2016-12-05,2016-12-05
273821,DEPT OF HEALTH/MENTAL HYGIENE,78174,2016-12-01,2016-12-09
273822,DEPT OF HEALTH/MENTAL HYGIENE,110512,2016-12-01,2016-12-09
273957,DEPT OF ENVIRONMENT PROTECTION,75762,2016-12-07,2016-12-07
274051,DEPT OF ENVIRONMENT PROTECTION,94640,2016-12-07,2016-12-07
274051,DEPT OF ENVIRONMENT PROTECTION,94640,2016-12-07,2016-12-07
274055,DEPT OF ENVIRONMENT PROTECTION,110966,2016-12-07,2016-12-07
274055,DEPT OF ENVIRONMENT PROTECTION,110966,2016-12-07,2016-12-07
274340,NYC HOUSING AUTHORITY,75031,2016-12-19,2016-12-19
273822,DEPT OF HEALTH/MENTAL HYGIENE,110512,2016-12-01,2016-12-09
273827,DEPT OF DESIGN & CONSTRUCTION,110966,2016-12-05,2016-12-05
273827,DEPT OF DESIGN & CONSTRUCTION,110966,2016-12-05,2016-12-05
274061,POLICE DEPARTMENT,102507,2016-12-05,2016-12-06
274061,POLICE DEPARTMENT,102507,2016-12-05,2016-12-06
274064,DEPT OF ENVIRONMENT PROTECTION,91484,2016-12-09,2016-12-09
274064,DEPT OF ENVIRONMENT PROTECTION,91484,2016-12-09,2016-12-09
273829,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-12-01,2016-12-09
273923,MAYORS OFFICE OF CONTRACT SVCS,90000,2016-12-14,2016-12-13
273829,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-12-01,2016-12-09
273852,HRA/DEPT OF SOCIAL SERVICES,71036,2016-12-08,2016-12-08
274070,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-12-05,2016-12-09
274070,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-12-05,2016-12-09
273954,TAXI & LIMOUSINE COMMISSION,79420,2016-12-05,2016-12-05
274071,DEPARTMENT OF INVESTIGATION,132669,2016-12-05,2016-12-05
273854,DEPT OF HEALTH/MENTAL HYGIENE,76343,2016-12-01,2016-12-09
273854,DEPT OF HEALTH/MENTAL HYGIENE,76343,2016-12-01,2016-12-09
273857,DEPT OF PARKS & RECREATION,47500,2016-12-02,2016-12-01
273857,DEPT OF PARKS & RECREATION,47500,2016-12-02,2016-12-01
273916,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-12-02,2016-12-19
273916,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-12-02,2016-12-19
273857,DEPT OF PARKS & RECREATION,47500,2016-12-02,2016-12-01
274484,DEPT OF PARKS & RECREATION,98500,2016-12-09,2016-12-08
273877,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-12-02,2016-12-16
273877,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-12-02,2016-12-16
273881,TAXI & LIMOUSINE COMMISSION,45331,2016-12-05,2016-12-05
273923,MAYORS OFFICE OF CONTRACT SVCS,90000,2016-12-14,2016-12-13
274610,HOUSING PRESERVATION & DVLPMNT,66108,2016-12-08,2016-12-08
273940,DEPT OF HEALTH/MENTAL HYGIENE,62790,2016-12-02,2016-12-09
273882,DEPARTMENT OF TRANSPORTATION,35565,2016-09-24,2016-12-07
273882,DEPARTMENT OF TRANSPORTATION,35565,2016-09-24,2016-12-07
273885,DEPT OF ENVIRONMENT PROTECTION,115000,2016-12-07,2016-12-14
273885,DEPT OF ENVIRONMENT PROTECTION,115000,2016-12-07,2016-12-14
273940,DEPT OF HEALTH/MENTAL HYGIENE,62790,2016-12-02,2016-12-09
273941,DEPARTMENT OF PROBATION,38772,2016-12-02,2016-12-05
273941,DEPARTMENT OF PROBATION,38772,2016-12-02,2016-12-05
273895,DEPT OF ENVIRONMENT PROTECTION,91484,2016-12-07,2016-12-07
273895,DEPT OF ENVIRONMENT PROTECTION,91484,2016-12-07,2016-12-07
273897,DEPT OF HEALTH/MENTAL HYGIENE,55133,2016-12-02,2016-12-09
273946,DEPT OF HEALTH/MENTAL HYGIENE,73390,2016-12-02,2016-12-09
273946,DEPT OF HEALTH/MENTAL HYGIENE,73390,2016-12-02,2016-12-09
273897,DEPT OF HEALTH/MENTAL HYGIENE,55133,2016-12-02,2016-12-09
274553,DEPARTMENT OF TRANSPORTATION,73969,2016-12-13,2016-12-13
273898,DEPT OF HEALTH/MENTAL HYGIENE,55133,2016-12-02,2016-12-09
273952,CONSUMER AFFAIRS,81969,2016-12-02,2016-12-02
273952,CONSUMER AFFAIRS,81969,2016-12-02,2016-12-02
273954,TAXI & LIMOUSINE COMMISSION,79420,2016-12-05,2016-12-05
274610,HOUSING PRESERVATION & DVLPMNT,66108,2016-12-08,2016-12-08
273898,DEPT OF HEALTH/MENTAL HYGIENE,55133,2016-12-02,2016-12-09
273905,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-12-02,2016-12-16
273905,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-12-02,2016-12-16
273727,DEPARTMENT OF TRANSPORTATION,72518,2016-12-01,2016-12-01
273727,DEPARTMENT OF TRANSPORTATION,72518,2016-12-01,2016-12-01
273729,FIRE DEPARTMENT,58827,2016-12-03,2016-12-02
273734,DEPARTMENT OF TRANSPORTATION,74799,2016-12-16,2016-12-16
273907,DEPT OF HEALTH/MENTAL HYGIENE,91546,2016-12-02,2016-12-09
273907,DEPT OF HEALTH/MENTAL HYGIENE,91546,2016-12-02,2016-12-09
273908,DEPT OF HEALTH/MENTAL HYGIENE,44377,2016-12-02,2016-12-09
274550,DEPT OF ENVIRONMENT PROTECTION,62808,2016-12-09,2016-12-09
274550,DEPT OF ENVIRONMENT PROTECTION,62808,2016-12-09,2016-12-09
274553,DEPARTMENT OF TRANSPORTATION,73969,2016-12-13,2016-12-13
274367,MAYORS OFFICE OF CONTRACT SVCS,72500,2016-12-07,2016-12-18
274396,DEPT OF RECORDS & INFO SERVICE,57408,2016-12-12,2016-12-12
274396,DEPT OF RECORDS & INFO SERVICE,57408,2016-12-12,2016-12-12
274413,DEPT OF HEALTH/MENTAL HYGIENE,48277,2016-12-07,2016-12-07
274413,DEPT OF HEALTH/MENTAL HYGIENE,48277,2016-12-07,2016-12-07
274560,DEPARTMENT OF TRANSPORTATION,82860,2016-12-09,2016-12-09
274560,DEPARTMENT OF TRANSPORTATION,82860,2016-12-09,2016-12-09
274413,DEPT OF HEALTH/MENTAL HYGIENE,48277,2016-12-07,2016-12-07
274415,OFFICE OF THE COMPTROLLER,112500,2016-12-07,2016-12-07
274436,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-12-07,2016-12-09
274562,DEPARTMENT OF TRANSPORTATION,91546,2016-12-09,2016-12-09
274562,DEPARTMENT OF TRANSPORTATION,91546,2016-12-09,2016-12-09
274573,DEPT OF PARKS & RECREATION,105000,2016-12-09,2016-12-13
274436,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-12-07,2016-12-09
274437,FINANCIAL INFO SVCS AGENCY,58593,2016-12-07,2016-12-07
274437,FINANCIAL INFO SVCS AGENCY,58593,2016-12-07,2016-12-07
274574,HOUSING PRESERVATION & DVLPMNT,72537,2016-12-08,2016-12-08
274662,NYC EMPLOYEES RETIREMENT SYS,89962,2016-12-13,2016-12-13
274575,DEPT OF PARKS & RECREATION,105000,2016-12-09,2016-12-13
274576,DEPT OF PARKS & RECREATION,105000,2016-12-09,2016-12-13
274457,DEPT OF HEALTH/MENTAL HYGIENE,100803,2016-12-07,2016-12-09
274457,DEPT OF HEALTH/MENTAL HYGIENE,100803,2016-12-07,2016-12-09
274134,DEPT OF HEALTH/MENTAL HYGIENE,69160,2016-12-05,2016-12-09
274135,CONSUMER AFFAIRS,65977,2016-12-05,2016-12-05
274135,CONSUMER AFFAIRS,65977,2016-12-05,2016-12-05
274461,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-12-07,2016-12-09
274461,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-12-07,2016-12-09
274462,DEPARTMENT OF TRANSPORTATION,66430,2016-12-08,2016-12-08
274143,CONSUMER AFFAIRS,81969,2016-12-05,2016-12-05
274143,CONSUMER AFFAIRS,81969,2016-12-05,2016-12-05
274152,DEPT OF HEALTH/MENTAL HYGIENE,44906,2016-12-05,2016-12-13
274152,DEPT OF HEALTH/MENTAL HYGIENE,44906,2016-12-05,2016-12-13
274154,CONSUMER AFFAIRS,42538,2016-12-05,2016-12-05
274462,DEPARTMENT OF TRANSPORTATION,66430,2016-12-08,2016-12-08
274466,DEPT OF DESIGN & CONSTRUCTION,122967,2016-12-07,2016-12-08
274466,DEPT OF DESIGN & CONSTRUCTION,122967,2016-12-07,2016-12-08
274154,CONSUMER AFFAIRS,42538,2016-12-05,2016-12-05
274156,DEPARTMENT OF TRANSPORTATION,85670,2016-12-07,2016-12-12
274156,DEPARTMENT OF TRANSPORTATION,85670,2016-12-07,2016-12-12
274157,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-12-05,2016-12-05
274473,DEPT OF HEALTH/MENTAL HYGIENE,50434,2016-12-07,2016-12-09
274473,DEPT OF HEALTH/MENTAL HYGIENE,50434,2016-12-07,2016-12-09
274475,DEPT OF HEALTH/MENTAL HYGIENE,47534,2016-12-07,2016-12-07
274157,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-12-05,2016-12-05
274166,ADMIN FOR CHILDREN'S SVCS,115000,2016-12-09,2016-12-13
274206,DEPARTMENT OF TRANSPORTATION,93007,2016-12-08,2016-12-08
274206,DEPARTMENT OF TRANSPORTATION,93007,2016-12-08,2016-12-08
274475,DEPT OF HEALTH/MENTAL HYGIENE,47534,2016-12-07,2016-12-07
274480,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-12-07,2016-12-07
274480,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-12-07,2016-12-07
274481,DEPT OF PARKS & RECREATION,98500,2016-12-09,2016-12-08
274217,CONSUMER AFFAIRS,62227,2016-12-06,2016-12-12
274263,DEPT OF ENVIRONMENT PROTECTION,56420,2016-12-08,2016-12-08
274256,DEPARTMENT OF TRANSPORTATION,83951,2016-12-07,2016-12-07
274256,DEPARTMENT OF TRANSPORTATION,83951,2016-12-07,2016-12-07
274483,DEPT. OF HOMELESS SERVICES,52377,2016-12-07,2016-12-07
274483,DEPT. OF HOMELESS SERVICES,52377,2016-12-07,2016-12-07
274319,LAW DEPARTMENT,43680,2016-12-06,2016-12-06
274263,DEPT OF ENVIRONMENT PROTECTION,56420,2016-12-08,2016-12-08
274266,DEPT OF HEALTH/MENTAL HYGIENE,34774,2016-12-06,2016-12-06
274490,DEPT OF PARKS & RECREATION,98500,2016-12-09,2016-12-08
274491,DEPT OF HEALTH/MENTAL HYGIENE,34774,2016-12-07,2016-12-07
274491,DEPT OF HEALTH/MENTAL HYGIENE,34774,2016-12-07,2016-12-07
274492,DEPT OF PARKS & RECREATION,98500,2016-12-09,2016-12-08
274266,DEPT OF HEALTH/MENTAL HYGIENE,34774,2016-12-06,2016-12-06
274275,NYC HOUSING AUTHORITY,77322,2016-12-19,2016-12-19
274275,NYC HOUSING AUTHORITY,77322,2016-12-19,2016-12-19
274298,DEPARTMENT OF FINANCE,95412,2016-12-09,2016-12-09
